item_number,days_in_warehouse,shipment_frequency,category,total_quantity_received,frequency_received,total_quantity_shipped,frequency_shipped,priority_cluster
180836,20.0,2,Medium Mover,3,3,2,2,Low Priority Item
7C1941010,20.0,2,Medium Mover,250,5,50,6,Medium Priority Item
SM0369,20.0,2,Medium Mover,4,2,4,2,Low Priority Item
V14609,20.0,2,Medium Mover,400,2,400,2,Low Priority Item
178489,20.5,2,Medium Mover,2,2,4,3,Low Priority Item
179354,20.5,2,Medium Mover,4,2,4,3,Low Priority Item
183783,20.5,2,Medium Mover,6,3,5,2,Low Priority Item
AC0410,20.5,2,Medium Mover,31,2,44,13,Low Priority Item
52-105-175-003,21.0,2,Medium Mover,2697,2,1624,10,Medium Priority Item
180851,21.5,2,Medium Mover,2,2,2,2,Low Priority Item
52-233-931-419,21.5,2,Medium Mover,4,2,2,2,Low Priority Item
182594,22.0,2,Medium Mover,5,3,4,2,Low Priority Item
P6015312,22.0,2,Medium Mover,118,13,63,16,Medium Priority Item
761270100,22.5,2,Medium Mover,10,2,29,9,Medium Priority Item
183293,23.0,2,Medium Mover,3,2,2,1,Low Priority Item
DE0078,23.0,2,Medium Mover,75,3,78,26,Medium Priority Item
DM0448,23.5,2,Medium Mover,5,3,4,2,Low Priority Item
183322,24.0,2,Medium Mover,3,2,3,2,Low Priority Item
52-361-106-001,24.0,2,Medium Mover,47,2,31,14,Low Priority Item
AC2403,24.0,2,Medium Mover,6,2,1,1,Low Priority Item
AC2522,24.0,2,Medium Mover,20,2,22,15,Low Priority Item
P5003610,24.0,2,Medium Mover,6,2,59,20,Medium Priority Item
180170,24.5,2,Medium Mover,2,2,2,2,Low Priority Item
AC1445,24.5,2,Medium Mover,30,3,20,3,Low Priority Item
DA0742,24.5,2,Medium Mover,4,2,4,2,Low Priority Item
SM0719,24.5,2,Medium Mover,2,2,2,2,Low Priority Item
P6011198,25.5,2,Medium Mover,32,2,12,9,Medium Priority Item
P6011199,25.5,2,Medium Mover,32,2,10,7,Medium Priority Item
SM0179,25.5,2,Medium Mover,5,2,5,3,Low Priority Item
760382040,26.0,2,Medium Mover,2,2,2,2,Low Priority Item
P6010637,26.0,2,Medium Mover,6,2,8,5,Medium Priority Item
P6014940,26.0,2,Medium Mover,100,2,100,2,Medium Priority Item
103306LF,27.0,2,Medium Mover,419,2,838,4,Low Priority Item
765310250,27.0,2,Medium Mover,6,2,6,2,Low Priority Item
772614123,27.0,2,Medium Mover,60,2,6,2,Low Priority Item
DT0813,27.0,2,Medium Mover,2,2,2,2,Low Priority Item
EE0143,27.0,2,Medium Mover,3,2,3,2,Low Priority Item
G10107,27.0,2,Medium Mover,22000,2,11000,1,Low Priority Item
P5001410,27.5,2,Medium Mover,4,2,4,4,Low Priority Item
182257,28.0,2,Medium Mover,2,2,2,2,Low Priority Item
7C065102B,28.0,2,Medium Mover,11,2,6,4,Low Priority Item
SM0529,28.0,2,Medium Mover,2,2,2,2,Low Priority Item
180225,28.5,2,Medium Mover,2,2,2,2,Low Priority Item
765210230,28.5,2,Medium Mover,25,2,25,2,Low Priority Item
P6010202,28.5,2,Medium Mover,60,3,44,9,Medium Priority Item
SM0809,29.0,2,Medium Mover,4,3,3,2,Low Priority Item
SM2063,29.0,2,Medium Mover,48,2,48,2,Low Priority Item
08-104-599-504,29.5,2,Medium Mover,38,2,37,8,Medium Priority Item
178816,29.5,2,Medium Mover,2,2,2,2,Low Priority Item
SM1514,30.0,2,Slow Mover,2,2,2,2,Low Priority Item
179227,30.5,2,Slow Mover,2,2,2,2,Low Priority Item
DM0469,30.5,2,Slow Mover,2,2,2,2,Low Priority Item
175028,31.0,2,Slow Mover,2,2,3,3,Low Priority Item
175071,31.0,2,Slow Mover,2,2,2,2,Low Priority Item
7624B1660,31.0,2,Slow Mover,4,2,4,3,Low Priority Item
Y043194,31.0,2,Slow Mover,2,2,3,3,Low Priority Item
184029,31.5,2,Slow Mover,2,2,2,2,Low Priority Item
52-362-329-001,31.5,2,Slow Mover,843,6,352,62,Low Priority Item
178442,32.0,2,Slow Mover,7,2,6,6,Low Priority Item
180668,32.0,2,Slow Mover,2,2,2,2,Low Priority Item
P6019703,32.0,2,Slow Mover,11,2,11,3,Low Priority Item
SM0531,32.0,2,Slow Mover,2,2,2,2,Low Priority Item
SM2561,32.5,2,Slow Mover,2,2,3,3,Low Priority Item
7C0252000,33.0,2,Slow Mover,97,2,136,7,Low Priority Item
YC4335,33.0,2,Slow Mover,2,2,2,2,Low Priority Item
182146,34.0,2,Slow Mover,11,5,3,2,Low Priority Item
183085,34.0,2,Slow Mover,2,2,3,3,Low Priority Item
60A0B1002,34.5,2,Slow Mover,148,9,31,2,Low Priority Item
AC2486,34.5,2,Slow Mover,2,2,4,4,Low Priority Item
SM0159,34.5,2,Slow Mover,5,2,5,3,Low Priority Item
182192,35.0,2,Slow Mover,4,3,3,3,Low Priority Item
7C1252150,35.0,2,Slow Mover,93,2,154,9,Low Priority Item
AC0306,35.0,2,Slow Mover,82,3,95,21,Low Priority Item
FM0009,35.0,2,Slow Mover,3,2,3,2,Low Priority Item
P5002192,35.0,2,Slow Mover,2548,2,2255,63,Low Priority Item
P57700,35.0,2,Slow Mover,50,2,25,1,Low Priority Item
P6010992,35.5,2,Slow Mover,100,2,65,15,Low Priority Item
184743,36.5,2,Slow Mover,5,2,5,2,Low Priority Item
P6010059,37.5,2,Slow Mover,150,3,200,4,Low Priority Item
P6015133,37.5,2,Slow Mover,4,2,4,2,Low Priority Item
V1000020,37.5,2,Slow Mover,288,2,144,1,Low Priority Item
P6010126,38.0,2,Slow Mover,15,5,14,6,Low Priority Item
178106,39.0,2,Slow Mover,2,2,2,2,Low Priority Item
P6012695,39.0,2,Slow Mover,7,3,4,3,Low Priority Item
184250,39.5,2,Slow Mover,3,2,3,3,Low Priority Item
SM1488,39.5,2,Slow Mover,3,2,3,3,Low Priority Item
178655,40.0,2,Slow Mover,6,5,3,3,Low Priority Item
179260,40.0,2,Slow Mover,3,2,3,2,Low Priority Item
245592,40.0,2,Slow Mover,300,2,150,1,Low Priority Item
P5001851,40.0,2,Slow Mover,2,2,2,2,Low Priority Item
P6010207,41.5,2,Slow Mover,64,6,8,1,Low Priority Item
P6010787,41.5,2,Slow Mover,26,3,6,5,Low Priority Item
P6011341,41.5,2,Slow Mover,34,2,17,11,Low Priority Item
178624,42.0,2,Slow Mover,3,2,3,2,Low Priority Item
P6010200,42.0,2,Slow Mover,48,2,54,8,Low Priority Item
P5001435,43.0,2,Slow Mover,4,2,4,2,Low Priority Item
